panel,scheme,region_abbreviation,region_name,continent,metric,value,units,n,sample_unit
a,LSAT,CAR,Caribbean,North and Central America,Precision before adjustment,0.28027728241696437,degC,45,pseudo-observation realizations
a,LSAT,NWS,N.W.South-America,South America,Precision before adjustment,0.6140198060022418,degC,45,pseudo-observation realizations
a,LSAT,NSA,N.South-America,South America,Precision before adjustment,0.8399634502243736,degC,45,pseudo-observation realizations
a,LSAT,NES,N.E.South-America,South America,Precision before adjustment,0.5818988437771725,degC,45,pseudo-observation realizations
a,LSAT,SAM,South-American-Monsoon,South America,Precision before adjustment,0.9832513446952392,degC,45,pseudo-observation realizations
a,LSAT,SWS,S.W.South-America,South America,Precision before adjustment,0.6378645321681311,degC,45,pseudo-observation realizations
a,LSAT,SES,S.E.South-America,South America,Precision before adjustment,0.7486727872255928,degC,45,pseudo-observation realizations
a,LSAT,SSA,S.South-America,South America,Precision before adjustment,0.4517788432162266,degC,45,pseudo-observation realizations
a,LSAT,NEU,N.Europe,Europe,Precision before adjustment,2.2829798134671555,degC,45,pseudo-observation realizations
a,LSAT,WCE,West&Central-Europe,Europe,Precision before adjustment,0.8258328980959934,degC,45,pseudo-observation realizations
a,LSAT,EEU,E.Europe,Europe,Precision before adjustment,1.0729211275363992,degC,45,pseudo-observation realizations
a,LSAT,MED,Mediterranean,Europe,Precision before adjustment,0.49263584310035474,degC,45,pseudo-observation realizations
a,LSAT,SAH,Sahara,Africa,Precision before adjustment,0.4680475309809023,degC,45,pseudo-observation realizations
a,LSAT,WAF,Western-Africa,Africa,Precision before adjustment,0.7166785302408323,degC,45,pseudo-observation realizations
a,LSAT,CAF,Central-Africa,Africa,Precision before adjustment,0.9386769716445676,degC,45,pseudo-observation realizations
a,LSAT,NEAF,N.Eastern-Africa,Africa,Precision before adjustment,0.6750344312149161,degC,45,pseudo-observation realizations
a,LSAT,SEAF,S.Eastern-Africa,Africa,Precision before adjustment,0.6021821132566634,degC,45,pseudo-observation realizations
a,LSAT,WSAF,W.Southern-Africa,Africa,Precision before adjustment,0.42786546731148023,degC,45,pseudo-observation realizations
a,LSAT,ESAF,E.Southern-Africa,Africa,Precision before adjustment,0.5102033123032945,degC,45,pseudo-observation realizations
a,LSAT,MDG,Madagascar,Africa,Precision before adjustment,0.3828841577455759,degC,45,pseudo-observation realizations
a,LSAT,RAR,Russian-Arctic,Asia,Precision before adjustment,1.9117872749660785,degC,45,pseudo-observation realizations
a,LSAT,WSB,W.Siberia,Asia,Precision before adjustment,0.8399793042281639,degC,45,pseudo-observation realizations
a,LSAT,ESB,E.Siberia,Asia,Precision before adjustment,0.9125210664191161,degC,45,pseudo-observation realizations
a,LSAT,RFE,Russian-Far-East,Asia,Precision before adjustment,1.3345008688973112,degC,45,pseudo-observation realizations
a,LSAT,WCA,W.C.Asia,Asia,Precision before adjustment,0.7278006135128625,degC,45,pseudo-observation realizations
a,LSAT,ECA,E.C.Asia,Asia,Precision before adjustment,0.718108756601726,degC,45,pseudo-observation realizations
a,LSAT,TIB,Tibetan-Plateau,Asia,Precision before adjustment,2.0709134235002526,degC,45,pseudo-observation realizations
a,LSAT,EAS,E.Asia,Asia,Precision before adjustment,0.48359051980020223,degC,45,pseudo-observation realizations
a,LSAT,ARP,Arabian-Peninsula,Asia,Precision before adjustment,0.5902080798470316,degC,45,pseudo-observation realizations
a,LSAT,SAS,S.Asia,Asia,Precision before adjustment,0.8315001786362637,degC,45,pseudo-observation realizations
a,LSAT,SEA,S.E.Asia,Australasia,Precision before adjustment,0.2906878615597538,degC,45,pseudo-observation realizations
a,LSAT,NAU,N.Australia,Australasia,Precision before adjustment,0.3496455779296252,degC,45,pseudo-observation realizations
a,LSAT,CAU,C.Australia,Australasia,Precision before adjustment,0.6414739632013237,degC,45,pseudo-observation realizations
a,LSAT,EAU,E.Australia,Australasia,Precision before adjustment,0.4622504319809829,degC,45,pseudo-observation realizations
a,LSAT,SAU,S.Australia,Australasia,Precision before adjustment,0.5247276153350017,degC,45,pseudo-observation realizations
a,LSAT,NZ,New-Zealand,Australasia,Precision before adjustment,0.6030613475779052,degC,45,pseudo-observation realizations
a,LSAT,EAN,E.Antarctica,Antarctica,Precision before adjustment,0.8793722289984798,degC,45,pseudo-observation realizations
a,LSAT,WAN,W.Antarctica,Antarctica,Precision before adjustment,1.673544506064101,degC,45,pseudo-observation realizations
a,Raw prior,GIC,Greenland/Iceland,North and Central America,Precision before adjustment,3.3432989202099823,degC,45,pseudo-observation realizations
a,Raw prior,NWN,N.W.North-America,North and Central America,Precision before adjustment,1.8682987289231403,degC,45,pseudo-observation realizations
a,Raw prior,NEN,N.E.North-America,North and Central America,Precision before adjustment,2.2836882595295087,degC,45,pseudo-observation realizations
a,Raw prior,WNA,W.North-America,North and Central America,Precision before adjustment,1.234594648556669,degC,45,pseudo-observation realizations
a,Raw prior,CNA,C.North-America,North and Central America,Precision before adjustment,1.2645573439514304,degC,45,pseudo-observation realizations
a,Raw prior,ENA,E.North-America,North and Central America,Precision before adjustment,0.9907082651990351,degC,45,pseudo-observation realizations
a,Raw prior,NCA,N.Central-America,North and Central America,Precision before adjustment,0.7908167743963807,degC,45,pseudo-observation realizations
a,Raw prior,SCA,S.Central-America,North and Central America,Precision before adjustment,0.5906928752061316,degC,45,pseudo-observation realizations
a,Raw prior,CAR,Caribbean,North and Central America,Precision before adjustment,0.5423659984814224,degC,45,pseudo-observation realizations
a,Raw prior,NWS,N.W.South-America,South America,Precision before adjustment,1.0075769453574095,degC,45,pseudo-observation realizations
a,Raw prior,NSA,N.South-America,South America,Precision before adjustment,1.418514673083829,degC,45,pseudo-observation realizations
a,Raw prior,NES,N.E.South-America,South America,Precision before adjustment,0.8408157156112371,degC,45,pseudo-observation realizations
a,Raw prior,SAM,South-American-Monsoon,South America,Precision before adjustment,1.332619060942639,degC,45,pseudo-observation realizations
a,Raw prior,SWS,S.W.South-America,South America,Precision before adjustment,0.9168412234242503,degC,45,pseudo-observation realizations
a,Raw prior,SES,S.E.South-America,South America,Precision before adjustment,0.947784151039506,degC,45,pseudo-observation realizations
a,Raw prior,SSA,S.South-America,South America,Precision before adjustment,0.7204096121798272,degC,45,pseudo-observation realizations
a,Raw prior,NEU,N.Europe,Europe,Precision before adjustment,3.0194428894610255,degC,45,pseudo-observation realizations
a,Raw prior,WCE,West&Central-Europe,Europe,Precision before adjustment,1.4229327447708142,degC,45,pseudo-observation realizations
a,Raw prior,EEU,E.Europe,Europe,Precision before adjustment,1.66347625788301,degC,45,pseudo-observation realizations
a,Raw prior,MED,Mediterranean,Europe,Precision before adjustment,1.051085471330966,degC,45,pseudo-observation realizations
a,Raw prior,SAH,Sahara,Africa,Precision before adjustment,1.062721208603488,degC,45,pseudo-observation realizations
a,Raw prior,WAF,Western-Africa,Africa,Precision before adjustment,0.8293243109387162,degC,45,pseudo-observation realizations
a,Raw prior,CAF,Central-Africa,Africa,Precision before adjustment,1.0810980672171218,degC,45,pseudo-observation realizations
a,Raw prior,NEAF,N.Eastern-Africa,Africa,Precision before adjustment,0.8174478156446199,degC,45,pseudo-observation realizations
a,Raw prior,SEAF,S.Eastern-Africa,Africa,Precision before adjustment,0.7226463252392079,degC,45,pseudo-observation realizations
a,Raw prior,WSAF,W.Southern-Africa,Africa,Precision before adjustment,0.7180293399163762,degC,45,pseudo-observation realizations
a,Raw prior,ESAF,E.Southern-Africa,Africa,Precision before adjustment,0.7030242897286102,degC,45,pseudo-observation realizations
a,Raw prior,MDG,Madagascar,Africa,Precision before adjustment,0.5502820210835091,degC,45,pseudo-observation realizations
a,Raw prior,RAR,Russian-Arctic,Asia,Precision before adjustment,2.823046401155073,degC,45,pseudo-observation realizations
a,Raw prior,WSB,W.Siberia,Asia,Precision before adjustment,1.5262310411944566,degC,45,pseudo-observation realizations
a,Raw prior,ESB,E.Siberia,Asia,Precision before adjustment,1.6304437608201872,degC,45,pseudo-observation realizations
a,Raw prior,RFE,Russian-Far-East,Asia,Precision before adjustment,2.1108253114294637,degC,45,pseudo-observation realizations
a,Raw prior,WCA,W.C.Asia,Asia,Precision before adjustment,1.3637045902923146,degC,45,pseudo-observation realizations
a,Raw prior,ECA,E.C.Asia,Asia,Precision before adjustment,1.2853442813913156,degC,45,pseudo-observation realizations
a,Raw prior,TIB,Tibetan-Plateau,Asia,Precision before adjustment,2.9990994901786765,degC,45,pseudo-observation realizations
a,Raw prior,EAS,E.Asia,Asia,Precision before adjustment,1.0866973356343672,degC,45,pseudo-observation realizations
a,Raw prior,ARP,Arabian-Peninsula,Asia,Precision before adjustment,1.000952953829988,degC,45,pseudo-observation realizations
a,Raw prior,SAS,S.Asia,Asia,Precision before adjustment,1.0285046612798443,degC,45,pseudo-observation realizations
a,Raw prior,SEA,S.E.Asia,Australasia,Precision before adjustment,0.5822439605380245,degC,45,pseudo-observation realizations
a,Raw prior,NAU,N.Australia,Australasia,Precision before adjustment,0.5732352514867062,degC,45,pseudo-observation realizations
a,Raw prior,CAU,C.Australia,Australasia,Precision before adjustment,0.8355007540547486,degC,45,pseudo-observation realizations
a,Raw prior,EAU,E.Australia,Australasia,Precision before adjustment,0.7188881964254086,degC,45,pseudo-observation realizations
a,Raw prior,SAU,S.Australia,Australasia,Precision before adjustment,0.7098040428090814,degC,45,pseudo-observation realizations
a,Raw prior,NZ,New-Zealand,Australasia,Precision before adjustment,0.7498676507132873,degC,45,pseudo-observation realizations
a,Raw prior,EAN,E.Antarctica,Antarctica,Precision before adjustment,1.1952425377873577,degC,45,pseudo-observation realizations
a,Raw prior,WAN,W.Antarctica,Antarctica,Precision before adjustment,1.9322189416564035,degC,45,pseudo-observation realizations
b,Region,GIC,Greenland/Iceland,North and Central America,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region,NWN,N.W.North-America,North and Central America,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Region,NEN,N.E.North-America,North and Central America,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region,WNA,W.North-America,North and Central America,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Region,CNA,C.North-America,North and Central America,Coverage rate before adjustment,73.33333333333331,percent,15,independent climate models
b,Region,ENA,E.North-America,North and Central America,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Region,NCA,N.Central-America,North and Central America,Coverage rate before adjustment,82.2222222222222,percent,15,independent climate models
b,Region,SCA,S.Central-America,North and Central America,Coverage rate before adjustment,91.1111111111111,percent,15,independent climate models
b,Region,CAR,Caribbean,North and Central America,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Region,NWS,N.W.South-America,South America,Coverage rate before adjustment,93.33333333333333,percent,15,independent climate models
b,Region,NSA,N.South-America,South America,Coverage rate before adjustment,91.11111111111111,percent,15,independent climate models
b,Region,NES,N.E.South-America,South America,Coverage rate before adjustment,91.1111111111111,percent,15,independent climate models
b,Region,SAM,South-American-Monsoon,South America,Coverage rate before adjustment,93.33333333333333,percent,15,independent climate models
b,Region,SWS,S.W.South-America,South America,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region,SES,S.E.South-America,South America,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region,SSA,S.South-America,South America,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Region,NEU,N.Europe,Europe,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Region,WCE,West&Central-Europe,Europe,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region,EEU,E.Europe,Europe,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region,MED,Mediterranean,Europe,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region,SAH,Sahara,Africa,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region,WAF,Western-Africa,Africa,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region,CAF,Central-Africa,Africa,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Region,NEAF,N.Eastern-Africa,Africa,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region,SEAF,S.Eastern-Africa,Africa,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Region,WSAF,W.Southern-Africa,Africa,Coverage rate before adjustment,88.8888888888889,percent,15,independent climate models
b,Region,ESAF,E.Southern-Africa,Africa,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region,MDG,Madagascar,Africa,Coverage rate before adjustment,93.33333333333333,percent,15,independent climate models
b,Region,RAR,Russian-Arctic,Asia,Coverage rate before adjustment,88.8888888888889,percent,15,independent climate models
b,Region,WSB,W.Siberia,Asia,Coverage rate before adjustment,82.2222222222222,percent,15,independent climate models
b,Region,ESB,E.Siberia,Asia,Coverage rate before adjustment,82.22222222222221,percent,15,independent climate models
b,Region,RFE,Russian-Far-East,Asia,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Region,WCA,W.C.Asia,Asia,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Region,ECA,E.C.Asia,Asia,Coverage rate before adjustment,86.66666666666669,percent,15,independent climate models
b,Region,TIB,Tibetan-Plateau,Asia,Coverage rate before adjustment,91.1111111111111,percent,15,independent climate models
b,Region,EAS,E.Asia,Asia,Coverage rate before adjustment,77.77777777777779,percent,15,independent climate models
b,Region,ARP,Arabian-Peninsula,Asia,Coverage rate before adjustment,82.22222222222221,percent,15,independent climate models
b,Region,SAS,S.Asia,Asia,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region,SEA,S.E.Asia,Australasia,Coverage rate before adjustment,86.66666666666669,percent,15,independent climate models
b,Region,NAU,N.Australia,Australasia,Coverage rate before adjustment,93.33333333333333,percent,15,independent climate models
b,Region,CAU,C.Australia,Australasia,Coverage rate before adjustment,91.11111111111111,percent,15,independent climate models
b,Region,EAU,E.Australia,Australasia,Coverage rate before adjustment,93.33333333333333,percent,15,independent climate models
b,Region,SAU,S.Australia,Australasia,Coverage rate before adjustment,88.8888888888889,percent,15,independent climate models
b,Region,NZ,New-Zealand,Australasia,Coverage rate before adjustment,82.22222222222223,percent,15,independent climate models
b,Region,EAN,E.Antarctica,Antarctica,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Region,WAN,W.Antarctica,Antarctica,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Regions within Continent,GIC,Greenland/Iceland,North and Central America,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Regions within Continent,NWN,N.W.North-America,North and Central America,Coverage rate before adjustment,68.88888888888889,percent,15,independent climate models
b,Regions within Continent,NEN,N.E.North-America,North and Central America,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Regions within Continent,WNA,W.North-America,North and Central America,Coverage rate before adjustment,75.55555555555553,percent,15,independent climate models
b,Regions within Continent,CNA,C.North-America,North and Central America,Coverage rate before adjustment,64.44444444444444,percent,15,independent climate models
b,Regions within Continent,ENA,E.North-America,North and Central America,Coverage rate before adjustment,66.66666666666666,percent,15,independent climate models
b,Regions within Continent,NCA,N.Central-America,North and Central America,Coverage rate before adjustment,55.55555555555555,percent,15,independent climate models
b,Regions within Continent,SCA,S.Central-America,North and Central America,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Regions within Continent,CAR,Caribbean,North and Central America,Coverage rate before adjustment,79.99999999999999,percent,15,independent climate models
b,Regions within Continent,NWS,N.W.South-America,South America,Coverage rate before adjustment,79.99999999999999,percent,15,independent climate models
b,Regions within Continent,NSA,N.South-America,South America,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Regions within Continent,NES,N.E.South-America,South America,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Regions within Continent,SAM,South-American-Monsoon,South America,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Regions within Continent,SWS,S.W.South-America,South America,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Regions within Continent,SES,S.E.South-America,South America,Coverage rate before adjustment,91.1111111111111,percent,15,independent climate models
b,Regions within Continent,SSA,S.South-America,South America,Coverage rate before adjustment,75.55555555555553,percent,15,independent climate models
b,Regions within Continent,NEU,N.Europe,Europe,Coverage rate before adjustment,66.66666666666666,percent,15,independent climate models
b,Regions within Continent,WCE,West&Central-Europe,Europe,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Regions within Continent,EEU,E.Europe,Europe,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Regions within Continent,MED,Mediterranean,Europe,Coverage rate before adjustment,71.1111111111111,percent,15,independent climate models
b,Regions within Continent,SAH,Sahara,Africa,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Regions within Continent,WAF,Western-Africa,Africa,Coverage rate before adjustment,82.22222222222221,percent,15,independent climate models
b,Regions within Continent,CAF,Central-Africa,Africa,Coverage rate before adjustment,79.99999999999999,percent,15,independent climate models
b,Regions within Continent,NEAF,N.Eastern-Africa,Africa,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Regions within Continent,SEAF,S.Eastern-Africa,Africa,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Regions within Continent,WSAF,W.Southern-Africa,Africa,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Regions within Continent,ESAF,E.Southern-Africa,Africa,Coverage rate before adjustment,80.00000000000001,percent,15,independent climate models
b,Regions within Continent,MDG,Madagascar,Africa,Coverage rate before adjustment,86.66666666666669,percent,15,independent climate models
b,Regions within Continent,RAR,Russian-Arctic,Asia,Coverage rate before adjustment,59.99999999999999,percent,15,independent climate models
b,Regions within Continent,WSB,W.Siberia,Asia,Coverage rate before adjustment,64.44444444444443,percent,15,independent climate models
b,Regions within Continent,ESB,E.Siberia,Asia,Coverage rate before adjustment,68.88888888888889,percent,15,independent climate models
b,Regions within Continent,RFE,Russian-Far-East,Asia,Coverage rate before adjustment,64.44444444444443,percent,15,independent climate models
b,Regions within Continent,WCA,W.C.Asia,Asia,Coverage rate before adjustment,64.44444444444444,percent,15,independent climate models
b,Regions within Continent,ECA,E.C.Asia,Asia,Coverage rate before adjustment,71.1111111111111,percent,15,independent climate models
b,Regions within Continent,TIB,Tibetan-Plateau,Asia,Coverage rate before adjustment,82.2222222222222,percent,15,independent climate models
b,Regions within Continent,EAS,E.Asia,Asia,Coverage rate before adjustment,59.99999999999999,percent,15,independent climate models
b,Regions within Continent,ARP,Arabian-Peninsula,Asia,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Regions within Continent,SAS,S.Asia,Asia,Coverage rate before adjustment,68.88888888888889,percent,15,independent climate models
b,Regions within Continent,SEA,S.E.Asia,Australasia,Coverage rate before adjustment,84.44444444444444,percent,15,independent climate models
b,Regions within Continent,NAU,N.Australia,Australasia,Coverage rate before adjustment,82.22222222222221,percent,15,independent climate models
b,Regions within Continent,CAU,C.Australia,Australasia,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Regions within Continent,EAU,E.Australia,Australasia,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Regions within Continent,SAU,S.Australia,Australasia,Coverage rate before adjustment,88.8888888888889,percent,15,independent climate models
b,Regions within Continent,NZ,New-Zealand,Australasia,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Regions within Continent,EAN,E.Antarctica,Antarctica,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Regions within Continent,WAN,W.Antarctica,Antarctica,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region + LSAT,GIC,Greenland/Iceland,North and Central America,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region + LSAT,NWN,N.W.North-America,North and Central America,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Region + LSAT,NEN,N.E.North-America,North and Central America,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Region + LSAT,WNA,W.North-America,North and Central America,Coverage rate before adjustment,79.99999999999999,percent,15,independent climate models
b,Region + LSAT,CNA,C.North-America,North and Central America,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Region + LSAT,ENA,E.North-America,North and Central America,Coverage rate before adjustment,77.77777777777776,percent,15,independent climate models
b,Region + LSAT,NCA,N.Central-America,North and Central America,Coverage rate before adjustment,68.88888888888889,percent,15,independent climate models
b,Region + LSAT,SCA,S.Central-America,North and Central America,Coverage rate before adjustment,82.2222222222222,percent,15,independent climate models
b,Region + LSAT,CAR,Caribbean,North and Central America,Coverage rate before adjustment,91.11111111111111,percent,15,independent climate models
b,Region + LSAT,NWS,N.W.South-America,South America,Coverage rate before adjustment,91.1111111111111,percent,15,independent climate models
b,Region + LSAT,NSA,N.South-America,South America,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region + LSAT,NES,N.E.South-America,South America,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region + LSAT,SAM,South-American-Monsoon,South America,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Region + LSAT,SWS,S.W.South-America,South America,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region + LSAT,SES,S.E.South-America,South America,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region + LSAT,SSA,S.South-America,South America,Coverage rate before adjustment,73.33333333333331,percent,15,independent climate models
b,Region + LSAT,NEU,N.Europe,Europe,Coverage rate before adjustment,68.88888888888887,percent,15,independent climate models
b,Region + LSAT,WCE,West&Central-Europe,Europe,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Region + LSAT,EEU,E.Europe,Europe,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Region + LSAT,MED,Mediterranean,Europe,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Region + LSAT,SAH,Sahara,Africa,Coverage rate before adjustment,68.88888888888887,percent,15,independent climate models
b,Region + LSAT,WAF,Western-Africa,Africa,Coverage rate before adjustment,82.22222222222221,percent,15,independent climate models
b,Region + LSAT,CAF,Central-Africa,Africa,Coverage rate before adjustment,82.22222222222221,percent,15,independent climate models
b,Region + LSAT,NEAF,N.Eastern-Africa,Africa,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region + LSAT,SEAF,S.Eastern-Africa,Africa,Coverage rate before adjustment,84.44444444444444,percent,15,independent climate models
b,Region + LSAT,WSAF,W.Southern-Africa,Africa,Coverage rate before adjustment,91.11111111111111,percent,15,independent climate models
b,Region + LSAT,ESAF,E.Southern-Africa,Africa,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Region + LSAT,MDG,Madagascar,Africa,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region + LSAT,RAR,Russian-Arctic,Asia,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region + LSAT,WSB,W.Siberia,Asia,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Region + LSAT,ESB,E.Siberia,Asia,Coverage rate before adjustment,66.66666666666666,percent,15,independent climate models
b,Region + LSAT,RFE,Russian-Far-East,Asia,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Region + LSAT,WCA,W.C.Asia,Asia,Coverage rate before adjustment,75.55555555555556,percent,15,independent climate models
b,Region + LSAT,ECA,E.C.Asia,Asia,Coverage rate before adjustment,75.55555555555553,percent,15,independent climate models
b,Region + LSAT,TIB,Tibetan-Plateau,Asia,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Region + LSAT,EAS,E.Asia,Asia,Coverage rate before adjustment,77.77777777777779,percent,15,independent climate models
b,Region + LSAT,ARP,Arabian-Peninsula,Asia,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Region + LSAT,SAS,S.Asia,Asia,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region + LSAT,SEA,S.E.Asia,Australasia,Coverage rate before adjustment,77.77777777777779,percent,15,independent climate models
b,Region + LSAT,NAU,N.Australia,Australasia,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region + LSAT,CAU,C.Australia,Australasia,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Region + LSAT,EAU,E.Australia,Australasia,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Region + LSAT,SAU,S.Australia,Australasia,Coverage rate before adjustment,88.8888888888889,percent,15,independent climate models
b,Region + LSAT,NZ,New-Zealand,Australasia,Coverage rate before adjustment,82.22222222222221,percent,15,independent climate models
b,Region + LSAT,EAN,E.Antarctica,Antarctica,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Region + LSAT,WAN,W.Antarctica,Antarctica,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Continent,GIC,Greenland/Iceland,North and Central America,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Continent,NWN,N.W.North-America,North and Central America,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Continent,NEN,N.E.North-America,North and Central America,Coverage rate before adjustment,79.99999999999999,percent,15,independent climate models
b,Continent,WNA,W.North-America,North and Central America,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Continent,CNA,C.North-America,North and Central America,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Continent,ENA,E.North-America,North and Central America,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Continent,NCA,N.Central-America,North and Central America,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Continent,SCA,S.Central-America,North and Central America,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Continent,CAR,Caribbean,North and Central America,Coverage rate before adjustment,82.22222222222221,percent,15,independent climate models
b,Continent,NWS,N.W.South-America,South America,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Continent,NSA,N.South-America,South America,Coverage rate before adjustment,77.77777777777777,percent,15,independent climate models
b,Continent,NES,N.E.South-America,South America,Coverage rate before adjustment,91.11111111111111,percent,15,independent climate models
b,Continent,SAM,South-American-Monsoon,South America,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Continent,SWS,S.W.South-America,South America,Coverage rate before adjustment,93.33333333333333,percent,15,independent climate models
b,Continent,SES,S.E.South-America,South America,Coverage rate before adjustment,97.77777777777777,percent,15,independent climate models
b,Continent,SSA,S.South-America,South America,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Continent,NEU,N.Europe,Europe,Coverage rate before adjustment,84.44444444444444,percent,15,independent climate models
b,Continent,WCE,West&Central-Europe,Europe,Coverage rate before adjustment,84.44444444444444,percent,15,independent climate models
b,Continent,EEU,E.Europe,Europe,Coverage rate before adjustment,84.44444444444444,percent,15,independent climate models
b,Continent,MED,Mediterranean,Europe,Coverage rate before adjustment,80.0,percent,15,independent climate models
b,Continent,SAH,Sahara,Africa,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Continent,WAF,Western-Africa,Africa,Coverage rate before adjustment,84.44444444444444,percent,15,independent climate models
b,Continent,CAF,Central-Africa,Africa,Coverage rate before adjustment,86.66666666666669,percent,15,independent climate models
b,Continent,NEAF,N.Eastern-Africa,Africa,Coverage rate before adjustment,86.66666666666667,percent,15,independent climate models
b,Continent,SEAF,S.Eastern-Africa,Africa,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Continent,WSAF,W.Southern-Africa,Africa,Coverage rate before adjustment,82.2222222222222,percent,15,independent climate models
b,Continent,ESAF,E.Southern-Africa,Africa,Coverage rate before adjustment,84.44444444444443,percent,15,independent climate models
b,Continent,MDG,Madagascar,Africa,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
b,Continent,RAR,Russian-Arctic,Asia,Coverage rate before adjustment,88.88888888888889,percent,15,independent climate models
